kanji,unicode,jumlah_goresan,joyo_status,joyo_urutan,kyouiku_kelas_sd,grade_kanjiapi,jlpt_baru,jlpt_lama,kanken_level,kanken_level_alt,kanken_kyu_resmi,kanken_dict_page,kanken_url,kanjipedia_url,freq_rank_mainichi_shinbun,on_yomi,kun_yomi,nanori,meanings_en,meaning_jp,bentuk_lama_kyuujitai,radikal_kanken,radikal_info_kanken,jukugo_contoh,jumlah_kosakata_terkait,antonim,sinonim,mirip_bentuk,varian,struktur_dekomposisi_kanjivg,elemen_kanjivg,radikal_kanjivg,radikal_posisi_kiri_kanan,radikal_posisi_atas_bawah,jis_menkuten,jis_unicode,jis_level,kategori_nama_anak,kanken_zititai_kubun,sumber
敕,6555,11,FALSE,,,,,,準1,,1/準1級,1072,https://kanji.jitenon.jp/kanjim/6199.html,https://www.kanjipedia.jp/kanji/0004854500,,"[""チョク""]","[""いまし（める）"", ""みことのり""]",,"[""an imperial order or decree""]",① いましめる。いさめる。たしなめる。② みことのり。天子の命令。天子の言葉。,勅,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""外"", ""kata"": ""敕める""}]",0,,,,"[""勅""]","{""element"": ""敕"", ""g"": [{""element"": ""束"", ""g"": [{""element"": ""木""}, {""element"": ""口""}, {""element"": ""木""}]}, {""element"": ""攴"", ""variant"": ""true"", ""original"": ""攵"", ""radical"": ""tradit"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""木"", ""丿"", ""束"", ""口"", ""攴""]","[""束"", ""攴""]","[""束"", ""攴""]",,1-58-37,U+6555,2,,旧字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敖,6556,11,FALSE,,,,,,1,,1級,521,https://kanji.jitenon.jp/kanjih/3786.html,https://www.kanjipedia.jp/kanji/0002350600,,"[""ゴウ""]","[""あそ（ぶ）"", ""おご（る）"", ""かまびす（しい）""]",,"[""be proud"", ""play""]",【A】ゴウ① あそぶ。気ままにあそぶ。あそびまわる。＝遨② かまびすしい。さわがしい。＝嗷【B】ゴウ おごる。ほこる。おごりたかぶる。＝傲,,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""外"", ""kata"": ""敖る""}, {""kategori"": ""外"", ""kata"": ""敖ぶ""}, {""kategori"": ""外"", ""kata"": ""敖しい""}, {""kategori"": ""外"", ""kata"": ""踞敖""}]",0,,,,,"{""element"": ""敖"", ""g"": [{""g"": [{""element"": ""土""}, {""element"": ""放"", ""g"": [{""element"": ""方"", ""g"": [{""element"": ""亠""}]}]}]}, {""element"": ""放"", ""g"": [{""element"": ""攴"", ""variant"": ""true"", ""original"": ""攵"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}]}","[""乂"", ""方"", ""放"", ""丿"", ""亠"", ""土"", ""攴""]","[""土"", ""放"", ""放""]",,,1-58-36,U+6556,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敗,6557,11,TRUE,1619,4,4,N3,2,7,,7級,1227,https://kanji.jitenon.jp/kanjib/589.html,https://www.kanjipedia.jp/kanji/0005575600,516,"[""ハイ""]","[""やぶ（れる）"", ""ま（ける）"", ""やぶ（る）""]",,"[""defeat"", ""failure"", ""reversal""]",① やぶれる。まける。戦いに負ける。② やぶれる。だめになる。そこなわれる。③ やぶる。だめにする。そこなう。,,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""小"", ""kata"": ""敗れる""}, {""kategori"": ""小"", ""kata"": ""敗北""}, {""kategori"": ""小"", ""kata"": ""敗戦""}, {""kategori"": ""小"", ""kata"": ""失敗""}, {""kategori"": ""小"", ""kata"": ""勝敗""}, {""kategori"": ""中"", ""kata"": ""腐敗""}, {""kategori"": ""外"", ""kata"": ""敗る""}, {""kategori"": ""外"", ""kata"": ""敗ける""}, {""kategori"": ""外"", ""kata"": ""喧嘩両成敗""}]",102,"[""勝""]","[""破""]","[""販""]",,"{""element"": ""敗"", ""g"": [{""element"": ""貝"", ""radical"": ""nelson"", ""phon"": ""貝"", ""g"": [{""element"": ""目""}]}, {""element"": ""攴"", ""variant"": ""true"", ""original"": ""攵"", ""radical"": ""tradit"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""貝"", ""丿"", ""目"", ""攴""]","[""貝"", ""攴""]","[""貝"", ""攴""]",,1-39-52,U+6557,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敘,6558,11,FALSE,,,,,,1,,,,,,,"[""ジョ""]","[""つい.ず"", ""ついで""]",,"[""express"", ""narrate"", ""relate"", ""state""]",,,,,,0,,,,"[""叙"", ""敍""]","{""element"": ""敘"", ""g"": [{""element"": ""余"", ""g"": [{""element"": ""人"", ""variant"": ""true""}, {""g"": [{""element"": ""小""}]}]}, {""element"": ""攵"", ""variant"": ""true"", ""original"": ""攴"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""人"", ""乂"", ""攵"", ""余"", ""丿"", ""小""]","[""余"", ""攵""]","[""余"", ""攵""]",,1-58-39,U+6558,2,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
教,6559,11,TRUE,411,2,2,N4,3,9,,9級,337,https://kanji.jitenon.jp/kanji/110.html,https://www.kanjipedia.jp/kanji/0001522000,166,"[""キョウ""]","[""おし（える）"", ""おそ（わる）""]","[""のり"", ""ひさ""]","[""doctrine"", ""faith"", ""teach""]",① おしえる。おしえみちびく。おしえさとす。② おしえ。いましめ。③ おしえ。神仏のおしえ。④ しむ。せしむ。「教ＡＢ」の形で、「ＡをしてＢせしむ」と読み、「ＡにＢをさせる」の意。,敎,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""小"", ""kata"": ""教える""}, {""kategori"": ""小"", ""kata"": ""教わる""}, {""kategori"": ""小"", ""kata"": ""教師""}, {""kategori"": ""小"", ""kata"": ""宗教""}, {""kategori"": ""小"", ""kata"": ""教育""}, {""kategori"": ""小"", ""kata"": ""伝教""}, {""kategori"": ""小"", ""kata"": ""教授""}, {""kategori"": ""小"", ""kata"": ""教え""}]",772,"[""学""]",,,,"{""element"": ""教"", ""g"": [{""element"": ""孝"", ""variant"": ""true"", ""phon"": ""孝"", ""g"": [{""element"": ""耂"", ""original"": ""老"", ""partial"": ""true"", ""g"": [{""element"": ""土""}]}, {""element"": ""子"", ""variant"": ""true""}]}, {""element"": ""攴"", ""variant"": ""true"", ""original"": ""攵"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""丿"", ""耂"", ""孝"", ""土"", ""子"", ""攴""]","[""孝"", ""攴""]","[""孝"", ""攴""]",,1-22-21,U+6559,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敝,655D,12,FALSE,,,,,,1,,1級,1369,https://kanji.jitenon.jp/kanjih/3788.html,https://www.kanjipedia.jp/kanji/0006216700,,"[""ヘイ""]","[""おとろ（える）"", ""つか（れる）"", ""やぶ（る）"", ""やぶ（れる）""]",,"[""be defeated"", ""be dilapidated"", ""be worn-out""]",① やぶれる。やぶる。やぶれてぼろぼろになる。② つかれる。おとろえる。よわる。③ 自分に関すること、自分側のことを謙遜していうことば。④ おおう。おおいかくす。＝蔽,,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""外"", ""kata"": ""敝る""}, {""kategori"": ""外"", ""kata"": ""敝れる（１）""}, {""kategori"": ""外"", ""kata"": ""敝える""}, {""kategori"": ""外"", ""kata"": ""敝れる（２）""}, {""kategori"": ""外"", ""kata"": ""敝履""}, {""kategori"": ""外"", ""kata"": ""困敝""}, {""kategori"": ""外"", ""kata"": ""敝衣""}, {""kategori"": ""外"", ""kata"": ""衰敝""}, {""kategori"": ""外"", ""kata"": ""舌敝耳聾""}, {""kategori"": ""外"", ""kata"": ""敝衣蓬髪""}]",1,,,,,"{""element"": ""敝"", ""g"": [{""g"": [{""element"": ""小"", ""variant"": ""true""}, {""element"": ""冂""}, {""element"": ""小"", ""variant"": ""true""}]}, {""element"": ""攵"", ""variant"": ""true"", ""original"": ""攴"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""攵"", ""丿"", ""冂"", ""小""]","[""小"", ""冂"", ""小"", ""攵""]",,,1-58-41,U+655D,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敞,655E,12,FALSE,,,,,,1,,1級,754,https://kanji.jitenon.jp/kanjih/3787.html,https://www.kanjipedia.jp/kanji/0003409300,,"[""ショウ""]","[""たか（い）"", ""ひろ（い）""]","[""たかし""]","[""broad"", ""high and flat"", ""spacious""]",① ひろい。広々としている。② たかい。土地が高くひろびろとして、見晴らしがよい。,,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""外"", ""kata"": ""敞い（１）""}, {""kategori"": ""外"", ""kata"": ""敞い（２）""}, {""kategori"": ""外"", ""kata"": ""敞閑""}]",0,,,,,"{""element"": ""敞"", ""g"": [{""element"": ""尚"", ""variant"": ""true"", ""g"": [{""element"": ""⺌"", ""variant"": ""true"", ""original"": ""小""}, {""g"": [{""element"": ""冂""}, {""element"": ""口""}]}]}, {""element"": ""攵"", ""variant"": ""true"", ""original"": ""攴"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""攵"", ""尚"", ""丿"", ""冂"", ""口"", ""⺌""]","[""尚"", ""攵""]","[""尚"", ""攵""]",,1-58-40,U+655E,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敟,655F,12,,,,,,,,,,,,,,"[""テン""]","[""つかさど.る"", ""つね""]",,,,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敠,6560,12,,,,,,,,,,,,,,"[""セチ"", ""セツ"", ""タチ"", ""タツ""]","[""はか.る""]",,"[""come without being invited"", ""cut"", ""to weigh""]",,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敢,6562,12,TRUE,267,,8,N1,1,3,,3級,237,https://kanji.jitenon.jp/kanjic/1352.html,https://www.kanjipedia.jp/kanji/0001078300,1859,"[""カン""]","[""あ（えて）""]",,"[""bold"", ""brave"", ""daring"", ""pitiful"", ""sad"", ""tragic""]",① 「あえて」と読み、「思い切って～する」「押し切って～する」などの意を表わす。② 「不敢～」の形で、「あえて～せず」と読み、「すすんで～はしない」「決して～しない」などの意を表わす。③ 「敢不～」の形で、「あえて～せざらんや」と読み、「どうして～しないことがあろうか」「どうして～せずにいられようか」などと反語の意を表わす。,,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""中"", ""kata"": ""勇敢""}, {""kategori"": ""中"", ""kata"": ""果敢""}, {""kategori"": ""中"", ""kata"": ""敢行""}, {""kategori"": ""中"", ""kata"": ""敢闘""}, {""kategori"": ""中"", ""kata"": ""敢然""}, {""kategori"": ""外"", ""kata"": ""敢えて""}, {""kategori"": ""外"", ""kata"": ""石敢當""}, {""kategori"": ""外"", ""kata"": ""取る物も取り敢えず""}]",23,,,,,"{""element"": ""敢"", ""g"": [{""phon"": ""耳甘V"", ""g"": [{""element"": ""耳""}]}, {""element"": ""攵"", ""variant"": ""true"", ""original"": ""攴"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""攵"", ""耳"", ""丿""]","[""耳"", ""攵""]",,,1-20-26,U+6562,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
散,6563,12,TRUE,752,4,4,N3,2,7,,7級,587,https://kanji.jitenon.jp/kanjib/516.html,https://www.kanjipedia.jp/kanji/0002659900,758,"[""サン""]","[""ち（らかす）"", ""ち（らかる）"", ""ち（らす）"", ""ち（る）"", ""ばら""]","[""ちる""]","[""disperse"", ""scatter"", ""spend"", ""squander""]",【A】サン① ちる。ちらす。ちらばる。ばらばらになる。② ちる。はなれる。③ ちらす。わける。わけ与える。【B】サン① ちらばって、まとまりがない。② 役に立たない。また、目的もなくぶらぶらしているさま。③ 粉薬。粉末状の薬。【日本】① ちらし。広告目的の印刷物。② ちらし。ちらしずしのこと。,,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""小"", ""kata"": ""散る""}, {""kategori"": ""小"", ""kata"": ""散らす""}, {""kategori"": ""小"", ""kata"": ""散らかす""}, {""kategori"": ""小"", ""kata"": ""散らかる""}, {""kategori"": ""小"", ""kata"": ""散歩""}, {""kategori"": ""小"", ""kata"": ""分散""}, {""kategori"": ""小"", ""kata"": ""解散""}, {""kategori"": ""小"", ""kata"": ""散らし""}, {""kategori"": ""小"", ""kata"": ""散切り""}, {""kategori"": ""小"", ""kata"": ""散り散り""}, {""kategori"": ""外"", ""kata"": ""散炭""}]",278,"[""集""]",,,,"{""element"": ""散"", ""g"": [{""g"": [{""element"": ""月""}]}, {""element"": ""攴"", ""variant"": ""true"", ""original"": ""攵"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""月"", ""攴"", ""丿""]","[""月"", ""攴""]",,,1-27-22,U+6563,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敦,6566,12,FALSE,,,9,,1,準1,,準1級,1180,https://kanji.jitenon.jp/kanjif/2807.html,https://www.kanjipedia.jp/kanji/0005355500,1695,"[""トン""]","[""あつ（い）""]","[""あつ"", ""あつし"", ""つる"", ""のぶ"", ""のり""]","[""industry"", ""kindliness""]",① あつい。まこと。人情があつい。誠実である。真心のある。＝惇② たっとぶ。とうとぶ。重んじる。,,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""外"", ""kata"": ""敦い""}, {""kategori"": ""外"", ""kata"": ""敦睦""}, {""kategori"": ""外"", ""kata"": ""敦厚""}, {""kategori"": ""外"", ""kata"": ""敦朴""}, {""kategori"": ""外"", ""kata"": ""温柔敦厚""}, {""kategori"": ""外"", ""kata"": ""敦篤虚静""}, {""kategori"": ""外"", ""kata"": ""敦煌五竜""}]",7,,,,,"{""element"": ""敦"", ""g"": [{""element"": ""享"", ""g"": [{""element"": ""亠""}, {""g"": [{""element"": ""口""}, {""element"": ""子"", ""variant"": ""true""}]}]}, {""element"": ""攵"", ""variant"": ""true"", ""original"": ""攴"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""享"", ""攵"", ""丿"", ""亠"", ""口"", ""子""]","[""享"", ""攵""]","[""享"", ""攵""]",,1-38-56,U+6566,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敧,6567,12,FALSE,,,,,,,,,,,,,"[""キ""]","[""はさ.む""]",,"[""to pick up a thing with chop-sticks or pincers""]",,,,,,0,,,,,,,,,,1-85-09,U+6567,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敫,656B,13,FALSE,,,,,,,,,,,,,"[""キャク"", ""キョウ"", ""ケキ"", ""セク"", ""ヤク""]","[""うつ.る""]",,"[""ancient musical instrument""]",,,,,,0,,,,,,,,,,2-13-68,U+656B,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
敬,656C,12,TRUE,485,6,6,N2,2,5,,5級,395,https://kanji.jitenon.jp/kanjib/853.html,https://www.kanjipedia.jp/kanji/0001789800,1078,"[""ケイ"", ""キョウ""]","[""うやま（う）"", ""つつし（む）""]","[""け"", ""たか"", ""たかし"", ""たけ"", ""とし"", ""のり"", ""ひろ"", ""ゆき"", ""よし""]","[""awe"", ""honor"", ""respect"", ""revere""]",① うやまう。とうとぶ。たっとぶ。② つつしむ。うやうやしくかしこまる。,,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""小"", ""kata"": ""敬う""}, {""kategori"": ""小"", ""kata"": ""尊敬""}, {""kategori"": ""小"", ""kata"": ""敬老""}, {""kategori"": ""小"", ""kata"": ""敬語""}, {""kategori"": ""小"", ""kata"": ""敬意""}, {""kategori"": ""小"", ""kata"": ""敬遠""}, {""kategori"": ""外"", ""kata"": ""敬む""}, {""kategori"": ""外"", ""kata"": ""愛敬""}, {""kategori"": ""外"", ""kata"": ""愛敬毛""}]",74,"[""侮"", ""蔑""]",,,,"{""element"": ""敬"", ""g"": [{""element"": ""苟"", ""g"": [{""element"": ""艹"", ""variant"": ""true"", ""original"": ""艸""}, {""element"": ""句"", ""g"": [{""element"": ""勹"", ""g"": [{""element"": ""丿""}]}, {""element"": ""口""}]}]}, {""element"": ""攴"", ""variant"": ""true"", ""original"": ""攵"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""艹"", ""苟"", ""丿"", ""句"", ""口"", ""攴"", ""勹""]","[""苟"", ""攴""]","[""苟"", ""攴""]",,1-23-41,U+656C,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
数,6570,13,TRUE,1097,2,2,N3,2,9,,9級,835,https://kanji.jitenon.jp/kanji/168.html,https://www.kanjipedia.jp/kanji/0003782200,148,"[""スウ"", ""ス"", ""サク"", ""シュ"", ""ソク""]","[""かず"", ""かぞ（える）"", ""しばしば""]","[""じゅ""]","[""fate"", ""figures"", ""law"", ""number"", ""strength""]",【A】スウ・ス・シュ① かず。順序や量をあらわすもの。② いくらか。いくつかの。③ 運命。めぐりあわせ。さだめ。④ 古代中国における六種類の基本教養「六芸（りくげい）」の一つ。算術。⑤ はかりごと。くわだて。たくらみ。【B】スウ・ス・シュ① かぞえる。かずを調べる。計算する。② かぞえる。かずに入れる。ひとつとして取り上げる。③ せめる。罪をかぞえて相手を責める。【C】サクしばしば。たびたび。何度も。【D】ソクこまかい。目がこまかい。,數,攵,"{""nomor"": ""66"", ""strokes"": ""4"", ""kategori"": ""Weapon"", ""arti_en"": ""activity, to strike, hit"", ""cara_baca_jp"": ""ぼくづくり"", ""cara_baca_romaji"": ""bokuzukuri""}","[{""kategori"": ""小"", ""kata"": ""数える""}, {""kategori"": ""小"", ""kata"": ""数（１）""}, {""kategori"": ""小"", ""kata"": ""口数""}, {""kategori"": ""小"", ""kata"": ""多数""}, {""kategori"": ""小"", ""kata"": ""数字""}, {""kategori"": ""小"", ""kata"": ""人数""}, {""kategori"": ""小"", ""kata"": ""数え切れない""}, {""kategori"": ""高"", ""kata"": ""数寄""}, {""kategori"": ""高"", ""kata"": ""手数入り""}, {""kategori"": ""外"", ""kata"": ""数（２）""}, {""kategori"": ""外"", ""kata"": ""多言は数窮す""}]",1160,,"[""算""]",,"[""數""]","{""element"": ""数"", ""g"": [{""g"": [{""element"": ""米"", ""variant"": ""true""}, {""element"": ""女""}]}, {""element"": ""攴"", ""variant"": ""true"", ""original"": ""攵"", ""radical"": ""general"", ""g"": [{""element"": ""乂"", ""g"": [{""element"": ""丿""}]}]}]}","[""乂"", ""女"", ""米"", ""丿"", ""攴""]","[""米"", ""女"", ""攴""]",,,1-31-84,U+6570,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
